Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear
Dylan Sikura,47,1,13,14,0.298,0,W/C,2017,2020
Ken Breitenbach,68,1,13,14,0.20600000000000002,49,D,1975,1979
Ryan Lindgren,69,1,13,14,0.203,57,D,2018,2021
Joe Zanussi,87,1,13,14,0.161,46,D,1974,1977
Magnus Johansson,45,0,14,14,0.311,18,D,2007,2008
Stan McCabe,78,9,4,13,0.16699999999999998,49,LW,1929,1934
Don MacLean,41,8,5,13,0.317,6,LW,1997,2007
Joey Anderson,52,8,5,13,0.25,8,RW,2018,2021
Lloyd Andrews,53,8,5,13,0.245,10,LW,1921,1925
Blake Geoffrion,55,8,5,13,0.23600000000000002,34,C/LW,2010,2012
Colin Stuart,56,8,5,13,0.23199999999999998,26,C/LW,2007,2012
Jim O'Brien,77,8,5,13,0.16899999999999998,16,C/RW,2010,2018
Don Webster,27,7,6,13,0.48100000000000004,28,LW,1943,1944
Mike Glumac,40,7,6,13,0.325,38,C/RW,2005,2008
Tomas Jelinek,49,7,6,13,0.265,52,RW,1992,1993
Patrik Juhlin,56,7,6,13,0.23199999999999998,23,RW,1994,1996
Bob Beckett,68,7,6,13,0.191,18,C,1956,1964
Les Colwill,69,7,6,13,0.188,16,RW,1958,1959
Harry Zolnierczyk,84,7,6,13,0.155,93,LW/RW,2011,2017
Serge Payer,124,7,6,13,0.105,49,C,2000,2007
Mike Blunden,127,7,6,13,0.102,145,RW,2006,2018
Jack Schmidt,45,6,7,13,0.289,6,LW,1942,1943
Lyle Phair,48,6,7,13,0.271,12,LW,1985,1988
Simon Gamache,48,6,7,13,0.271,18,LW/C,2002,2008
David Ullstrom,49,6,7,13,0.265,12,C/W,2011,2013
Teemu Hartikainen,52,6,7,13,0.25,16,C/W,2010,2013
Sam Lafferty,53,6,7,13,0.245,23,C/LW,2019,2021
Matt Foy,56,6,7,13,0.23199999999999998,48,RW,2005,2008
Kiefer Sherwood,60,6,7,13,0.217,14,W/C,2018,2021
Jiri Bicek,62,6,7,13,0.21,29,LW/RW,2000,2004
Mario Kempe,70,6,7,13,0.18600000000000003,22,C/W,2017,2019
Bill Meronek,19,5,8,13,0.684,0,C,1939,1943
Dominic Lavoie,38,5,8,13,0.342,32,D,1988,1994
T.J. Brennan,53,5,8,13,0.245,29,D,2011,2016
Brett Seney,53,5,8,13,0.245,31,LW/C,2018,2020
Jarmo Kekalainen,55,5,8,13,0.23600000000000002,28,LW,1989,1994
Yohann Auvitu,58,5,8,13,0.22399999999999998,10,D,2016,2018
Riku Hahl,92,5,8,13,0.141,38,C,2001,2004
Christoffer Ehn,114,5,8,13,0.114,8,C/LW,2018,2020
Frank Simonetti,115,5,8,13,0.113,76,D,1984,1988
Jay Caufield,208,5,8,13,0.063,759,RW,1986,1993
Gordon Bruce,28,4,9,13,0.46399999999999997,13,LW,1940,1946
Kyle Wilson,39,4,9,13,0.33299999999999996,12,C,2009,2012
Guy Labrie,42,4,9,13,0.31,16,D,1943,1945
Yevgeni Medvedev,45,4,9,13,0.289,34,D,2015,2016
Gus Forslund,48,4,9,13,0.271,2,RW,1932,1933
Clare Raglan,100,4,9,13,0.13,52,D,1950,1953
Tim Wallace,101,4,9,13,0.129,45,C/RW,2008,2013
Jordan Hendry,131,4,9,13,0.099,40,D,2007,2013
Jack Gordon,36,3,10,13,0.361,0,C,1948,1951
Mark Mancari,42,3,10,13,0.31,22,RW/LW,2006,2012
Petr Prajsler,46,3,10,13,0.28300000000000003,51,D,1987,1992
Don McSween,47,3,10,13,0.27699999999999997,55,D,1987,1996
Vladislav Kamenev,66,3,10,13,0.19699999999999998,20,C/W,2016,2020
Jim McTaggart,71,3,10,13,0.183,205,D,1980,1982
Gord Mark,85,3,10,13,0.153,187,D,1986,1995
Zach Trotman,91,3,10,13,0.14300000000000002,30,D,2013,2020
Mark Ferner,91,3,10,13,0.14300000000000002,51,D,1986,1995
Jeff Giuliano,101,3,10,13,0.129,40,LW,2005,2008
Kevin Kaminski,139,3,10,13,0.094,528,C,1988,1997
David Van Der Gulik,49,2,11,13,0.265,10,LW/RW,2008,2015
Jim Ross,62,2,11,13,0.21,29,D,1951,1953
Mario Ferraro,66,2,11,13,0.19699999999999998,32,D,2019,2021
Mathieu Roy,66,2,11,13,0.19699999999999998,76,D,2005,2013
Andy Schliebener,84,2,11,13,0.155,74,D,1981,1985
Julius Honka,87,2,11,13,0.149,28,D,2016,2021
Brett Carson,90,2,11,13,0.14400000000000002,20,D,2008,2013
Jonas Siegenthaler,91,2,11,13,0.14300000000000002,53,D,2018,2021
Jarno Kultanen,102,2,11,13,0.127,59,D,2000,2003
Luke Witkowski,131,2,11,13,0.099,162,D/RW,2014,2020
Bryan Rodney,34,1,12,13,0.382,12,D,2008,2012
Chris Felix,35,1,12,13,0.371,10,D,1987,1991
Christian Jaros,76,1,12,13,0.171,33,D,2017,2020
Kevin Gravel,109,1,12,13,0.11900000000000001,12,D,2015,2020
Ray Giroux,38,0,13,13,0.342,22,D,1999,2004
George Horne,54,9,3,12,0.222,34,RW,1925,1929
Hago Harrington,72,9,3,12,0.16699999999999998,15,LW,1925,1933
Robert Ritchie,29,8,4,12,0.414,10,LW,1976,1978
Jerry Holland,37,8,4,12,0.324,6,LW,1974,1976
Tom McMurchy,55,8,4,12,0.218,65,RW,1983,1988
Leo Gaudreault,67,8,4,12,0.179,30,LW,1927,1933
Stuart Kulak,70,8,4,12,0.171,130,RW,1982,1989
Trevor Stienburg,71,8,4,12,0.16899999999999998,166,RW,1985,1989
Vern Kaiser,50,7,5,12,0.24,33,LW,1950,1951
Rob Whistle,51,7,5,12,0.235,16,D,1985,1988
Eric Robinson,69,7,5,12,0.174,12,LW/RW,2017,2021
Landon Ferraro,77,7,5,12,0.156,29,C/RW,2013,2018
Chuck Scherza,36,6,6,12,0.33299999999999996,35,C,1943,1945
Alexandre Giroux,48,6,6,12,0.25,26,LW/RW,2005,2012
Jonny Brodzinski,57,6,6,12,0.21100000000000002,10,RW/C,2016,2020
Terry Clancy,93,6,6,12,0.129,39,RW,1967,1973
Reginald Savage,34,5,7,12,0.353,28,RW,1990,1994
Kim Davis,36,5,7,12,0.33299999999999996,51,C,1977,1981
Serge Boisvert,46,5,7,12,0.261,8,C,1982,1988
Matt Davidson,56,5,7,12,0.214,28,RW,2000,2003
Orval Tessier,59,5,7,12,0.203,6,C,1954,1961
Steve Moore,69,5,7,12,0.174,37,C,2001,2004
David Latta,36,4,8,12,0.33299999999999996,4,LW,1985,1991
Bill Masterton,38,4,8,12,0.316,4,C,1967,1968
Ronalds Kenins,38,4,8,12,0.316,14,LW/RW,2014,2016
Bobby Kirk,39,4,8,12,0.308,14,RW,1937,1938
Aud Tuten,39,4,8,12,0.308,48,D,1941,1943
Brian Wilks,46,4,8,12,0.261,25,C,1984,1987
Steve Wagner,46,4,8,12,0.261,26,D,2007,2009
Corban Knight,52,4,8,12,0.231,4,C,2013,2019
Matt Taormina,59,4,8,12,0.203,6,D,2010,2016
Paul Nicholson,62,4,8,12,0.19399999999999998,18,LW,1974,1977
Tyler Bouck,91,4,8,12,0.132,93,LW,2000,2007
Larry Wright,106,4,8,12,0.113,19,C,1971,1978
Darcy Loewen,135,4,8,12,0.08900000000000001,211,LW,1989,1994
James Wright,146,4,8,12,0.08199999999999999,64,C/LW,2009,2014
Ole-Kristian Tollefsen,163,4,8,12,0.07400000000000001,296,D,2005,2010
Dan Kordic,197,4,8,12,0.061,584,D/LW,1991,1999
Jukka Porvari,39,3,9,12,0.308,4,RW,1981,1983
Bob Copp,40,3,9,12,0.3,26,D,1942,1951
Alex McKendry,46,3,9,12,0.261,21,LW,1977,1981
Gord Hynes,52,3,9,12,0.231,22,D,1991,1993
Dennis Everberg,70,3,9,12,0.171,10,RW/LW,2014,2016
Larry Bolonchuk,74,3,9,12,0.162,97,D,1972,1978
Juuso Riikola,75,3,9,12,0.16,16,D,2018,2021
Todd Charlesworth,93,3,9,12,0.129,47,D,1983,1990
Jack Bionda,93,3,9,12,0.129,113,D,1955,1959
Ryan Sproul,44,2,10,12,0.273,12,D,2013,2018
Joe McDonnell,50,2,10,12,0.24,34,C,1981,1986
Keith Cory,51,2,10,12,0.235,41,D,1979,1981
Mikhail Yakubov,53,2,10,12,0.226,20,C,2003,2006
Dmitri Bykov,71,2,10,12,0.16899999999999998,43,D,2002,2003
Stuart Smith,77,2,10,12,0.156,95,D,1979,1983
Andy Wozniewski,79,2,10,12,0.152,81,D,2005,2010
Nick Seeler,105,2,10,12,0.114,100,D,2017,2020
Manny Viveiros,29,1,11,12,0.414,6,D,1985,1988
Nicolas Hague,40,1,11,12,0.3,32,D,2019,2021
Mike Forbes,50,1,11,12,0.24,41,D,1977,1982
Virgil Johnson,75,1,11,12,0.16,27,D,1937,1945
Barry Legge,107,1,11,12,0.11199999999999999,144,D,1979,1982
Radim Bicanek,122,1,11,12,0.098,62,D,1994,2002
Jeremy Williams,32,9,2,11,0.344,6,RW,2005,2011
Frank Banham,32,9,2,11,0.344,16,RW,1996,2003
Tyler Graovac,70,9,2,11,0.157,14,C,2014,2020
Aldo Palazzari,35,8,3,11,0.314,4,RW,1943,1944
Morley Bruce,71,8,3,11,0.155,27,D,1917,1922
Maxim Sushinsky,30,7,4,11,0.36700000000000005,29,RW,2000,2001
Stephane Da Costa,47,7,4,11,0.23399999999999999,10,C/RW,2010,2014
Lukas Radil,50,7,4,11,0.22,14,LW/RW,2018,2020
Florent Robidoux,52,7,4,11,0.212,75,LW,1980,1984
Mark Kachowski,64,6,5,11,0.172,209,LW,1987,1990
Barry Potomski,68,6,5,11,0.162,227,LW,1995,1998
Harold Starr,205,6,5,11,0.054000000000000006,186,D,1929,1936
Scott Barney,27,5,6,11,0.40700000000000003,4,C/RW,2002,2006
Fernand Leblanc,34,5,6,11,0.324,0,LW,1976,1979
David Emma,34,5,6,11,0.324,2,RW,1992,2001
Dennis Sobchuk,35,5,6,11,0.314,2,C,1979,1983
Peter Cehlarik,40,5,6,11,0.275,10,LW/RW,2016,2020
Nicolas Roy,40,5,6,11,0.275,14,C/RW,2017,2021
Mike Dark,43,5,6,11,0.256,14,D,1986,1988
Corey Foster,45,5,6,11,0.244,24,D,1988,1997
Marc Boileau,54,5,6,11,0.204,8,C,1961,1962
Filip Chlapik,56,5,6,11,0.196,18,C,2017,2021
Dylan Gambrell,63,5,6,11,0.175,21,C/RW,2017,2021
Mike Neville,67,5,6,11,0.16399999999999998,14,C,1924,1931
Bruce Cowick,70,5,6,11,0.157,43,F,1973,1976
John Scott,286,5,6,11,0.038,544,LW,2008,2016
Daniel Tkaczuk,19,4,7,11,0.579,14,C,2000,2001
Ian Kidd,20,4,7,11,0.55,25,D,1987,1989
Ralph Wycherley,28,4,7,11,0.39299999999999996,6,LW,1940,1942
Bill Bennett,31,4,7,11,0.355,65,RW,1978,1980
Karson Kuhlman,36,4,7,11,0.306,15,C/RW,2018,2021
Jason Jaffray,49,4,7,11,0.22399999999999998,40,LW/C,2007,2012
Max Quackenbush,61,4,7,11,0.18,30,D,1950,1952
Frazer McLaren,102,4,7,11,0.10800000000000001,264,LW,2009,2014
D.J. King,118,4,7,11,0.09300000000000001,215,LW/RW,2006,2012
Hamby Shore,18,3,8,11,0.611,51,D,1917,1918
John Lilley,23,3,8,11,0.478,13,RW,1993,1996
Viktor Gordiyuk,26,3,8,11,0.423,0,C/RW,1992,1995
Steve Witiuk,33,3,8,11,0.33299999999999996,14,RW,1951,1952
Sergei Pryakhin,46,3,8,11,0.239,2,RW,1988,1991
Andreas Borgman,48,3,8,11,0.22899999999999998,28,D,2017,2021
Jeff Nelson,52,3,8,11,0.212,20,C,1994,1999
Eric Beaudoin,53,3,8,11,0.20800000000000002,41,LW/C,2001,2004
Esa Pirnes,57,3,8,11,0.193,12,C,2003,2004
Peter Driscoll,60,3,8,11,0.183,97,RW,1979,1981
Adam Bennett,69,3,8,11,0.159,69,D,1991,1994
Quintin Laing,79,3,8,11,0.139,31,LW,2003,2010
Nikita Tryamkin,79,3,8,11,0.139,74,D,2015,2017
Jack Bownass,80,3,8,11,0.138,58,D,1957,1962
Brad Norton,124,3,8,11,0.08900000000000001,287,D,2001,2008
J.T. Wyman,44,2,9,11,0.25,8,RW/D,2009,2013
Larry Hornung,48,2,9,11,0.22899999999999998,10,D,1970,1972
David Warsofsky,55,2,9,11,0.2,8,D,2013,2018
Jeff Hoggan,107,2,9,11,0.10300000000000001,76,RW/LW,2005,2010
Alex Henry,177,2,9,11,0.062,269,D,2002,2009
Jim Wiste,52,1,10,11,0.212,8,C,1968,1971
Joe Day,72,1,10,11,0.153,87,C,1991,1994
Jarred Tinordi,81,1,10,11,0.136,112,D,2012,2021
Matt Jones,106,1,10,11,0.10400000000000001,63,D,2005,2008
Ken Murray,106,1,10,11,0.10400000000000001,135,D,1969,1976
Brent Thompson,121,1,10,11,0.091,352,D,1991,1997
Gustav Olofsson,59,0,11,11,0.18600000000000003,18,D,2015,2020
Stan Brown,48,8,2,10,0.20800000000000002,18,D,1926,1928
Bobby Farnham,67,8,2,10,0.149,138,RW/LW,2014,2017
Garth Murray,116,8,2,10,0.086,131,LW,2003,2009
Stephen Peat,130,8,2,10,0.077,234,RW,2001,2006
Jesse Boulerice,172,8,2,10,0.057999999999999996,333,RW,2001,2009
Tony Bukovich,17,7,3,10,0.588,6,LW,1943,1945
Doug Morrison,23,7,3,10,0.435,15,RW,1979,1985
Yves Preston,28,7,3,10,0.35700000000000004,4,LW,1978,1981
Errol Rausse,31,7,3,10,0.32299999999999995,0,D/LW,1979,1982
Nick Baptiste,47,7,3,10,0.213,20,RW,2016,2018
Bill Miller,95,7,3,10,0.105,16,F,1934,1937
Christopher DiDomenico,27,6,4,10,0.37,14,C/RW,2016,2018
Don Deacon,30,6,4,10,0.33299999999999996,6,LW,1936,1940
Kevin Stenlund,36,6,4,10,0.278,12,C/RW,2018,2021
Rocky Trottier,38,6,4,10,0.263,2,F,1983,1985
Greg Meredith,38,6,4,10,0.263,8,RW,1980,1983
Peter Sejna,48,6,4,10,0.20800000000000002,12,LW,2002,2007
Bill Holmes,52,6,4,10,0.192,35,C,1925,1930
Art Giroux,54,6,4,10,0.185,14,RW,1932,1936
Scott Thomas,63,6,4,10,0.159,32,RW,1992,2001
Allan Stewart,64,6,4,10,0.156,243,LW,1985,1992
Max McCormick,71,6,4,10,0.141,78,LW/RW,2015,2021
Jim Hrycuik,21,5,5,10,0.47600000000000003,12,C,1974,1975
Jean-Francois Quintin,22,5,5,10,0.455,4,LW,1991,1993
Neal Coulter,26,5,5,10,0.385,11,RW,1985,1988
Bill McDougall,28,5,5,10,0.35700000000000004,12,RW,1990,1994
Carl Grundstrom,30,5,5,10,0.33299999999999996,14,LW/RW,2018,2021
Eric Wellwood,31,5,5,10,0.32299999999999995,4,LW/C,2010,2013
John Keating,35,5,5,10,0.28600000000000003,17,LW,1931,1933
Greg Mauldin,36,5,5,10,0.278,12,C/W,2003,2011
Tommy Lehmann,36,5,5,10,0.278,16,C,1987,1990
Nels Crutchfield,41,5,5,10,0.244,20,C,1934,1935
Tom Songin,43,5,5,10,0.233,22,RW,1978,1981
Johnny Harms,44,5,5,10,0.22699999999999998,21,RW,1943,1945
Jean-Paul Lamirande,49,5,5,10,0.204,26,D,1946,1955
Louis Leblanc,50,5,5,10,0.2,32,C/RW,2011,2014
Gaetan Haas,58,5,5,10,0.172,6,C,2019,2021
Stefan Matteau,73,5,5,10,0.13699999999999998,32,C/LW,2012,2021
Eddie Bush,26,4,6,10,0.385,40,D,1938,1942
Patrick Fischer,27,4,6,10,0.37,24,LW,2006,2007
Zdenek Nedved,31,4,6,10,0.32299999999999995,14,RW,1994,1997
Gary Edmundson,43,4,6,10,0.233,49,D,1951,1961
Chris Govedaris,45,4,6,10,0.222,24,LW,1989,1994
Jack Price,57,4,6,10,0.175,24,D,1951,1954
Joseph Cramarossa,59,4,6,10,0.16899999999999998,60,C/LW,2016,2017
Kris Newbury,75,4,6,10,0.133,139,C/LW,2006,2014
Micah Aivazoff,92,4,6,10,0.109,46,C,1993,1996
Josh Brown,97,4,6,10,0.10300000000000001,71,D,2018,2021
Al Rittinger,19,3,7,10,0.526,0,RW,1943,1944
David Cooper,30,3,7,10,0.33299999999999996,24,D,1996,2001
Rick Vasko,31,3,7,10,0.32299999999999995,29,D,1977,1981
Colin Blackwell,33,3,7,10,0.303,12,C,2018,2021
Andy Berenzweig,37,3,7,10,0.27,14,D,1999,2003
Perry Ganchar,42,3,7,10,0.23800000000000002,36,RW,1983,1989
Graeme Townshend,45,3,7,10,0.222,28,RW,1989,1994
Ron Meighan,48,3,7,10,0.20800000000000002,18,D,1981,1983
Chris Mueller,53,3,7,10,0.18899999999999997,8,C/RW,2010,2015
Bruno St-Jacques,67,3,7,10,0.149,47,D,2001,2006
Richie Hansen,20,2,8,10,0.5,4,C,1976,1982
John Baby,26,2,8,10,0.385,26,D,1977,1979
Mike Sgarbossa,50,2,8,10,0.2,23,C,2012,2020
Sami Niku,51,2,8,10,0.196,20,D,2017,2021
Joe Lundrigan,52,2,8,10,0.192,22,D,1972,1975
Brett Sutter,60,2,8,10,0.16699999999999998,40,LW/C,2008,2015
Clayton Beddoes,60,2,8,10,0.16699999999999998,57,C,1995,1997
Dmitri Tertyshny,62,2,8,10,0.161,30,D,1998,1999
Rick Jodzio,70,2,8,10,0.14300000000000002,71,LW,1977,1978
Ken Sabourin,74,2,8,10,0.135,201,D,1988,1992
Billy Tibbetts,82,2,8,10,0.122,269,RW,2000,2003
Maxim Kuznetsov,136,2,8,10,0.07400000000000001,137,D,2000,2004
Tomas Kloucek,141,2,8,10,0.071,250,D,2000,2006
Noah Dobson,38,1,9,10,0.263,10,D,2019,2021
Nolan Yonkman,76,1,9,10,0.132,140,D,2001,2014
John Arbour,106,1,9,10,0.094,149,D,1965,1972
Brendan Mikkelson,131,1,9,10,0.076,59,D,2008,2013
Len Esau,27,0,10,10,0.37,24,D,1991,1995
Tim Jacobs,46,0,10,10,0.217,35,D,1975,1976
Viktor Antipin,47,0,10,10,0.213,18,D,2017,2018
Marko Kiprusoff,51,0,10,10,0.196,12,D,1995,2002
John Stevens,53,0,10,10,0.18899999999999997,48,D,1986,1994
Carl Dahlstrom,64,0,10,10,0.156,12,D,2017,2020
Stu Bickel,76,0,10,10,0.132,203,D/RW,2011,2015
Hal Hicks,96,7,2,9,0.094,72,D,1928,1931
Albert Holway,112,7,2,9,0.08,48,D,1923,1929
Fred Knipscheer,28,6,3,9,0.321,18,C,1993,1996
Laurie Scott,62,6,3,9,0.145,28,F,1926,1928
Earl Campbell,76,6,3,9,0.11800000000000001,14,D,1923,1926
Wade Brookbank,127,6,3,9,0.071,345,D/LW,2003,2009
Gabriel Vilardi,14,5,4,9,0.643,6,C,2019,2021
Frank Ashworth,18,5,4,9,0.5,2,C,1946,1947
Harvey Fraser,21,5,4,9,0.429,0,C,1944,1945
Mark Marquess,27,5,4,9,0.33299999999999996,6,RW,1946,1947
Brett Sterling,30,5,4,9,0.3,32,LW/RW,2007,2012
Gerry Ouellette,34,5,4,9,0.265,0,RW,1960,1961
Steve Graves,35,5,4,9,0.257,10,LW,1983,1988
Craig Duncanson,38,5,4,9,0.237,61,LW,1985,1993
Ross Johnstone,42,5,4,9,0.214,14,D,1943,1945
Chapman Kitchen,47,5,4,9,0.191,58,D,1925,1927
Frantisek Cernik,49,5,4,9,0.184,13,RW,1984,1985
Bud Cook,50,5,4,9,0.18,22,C,1931,1935
Richard Nantais,63,5,4,9,0.14300000000000002,79,LW,1974,1977
Justin Bailey,65,5,4,9,0.138,10,RW,2015,2021
Lee Goren,67,5,4,9,0.134,44,RW,2000,2007
Gerry Brown,23,4,5,9,0.391,2,LW,1941,1946
Sylvain Couturier,33,4,5,9,0.273,4,C,1988,1992
Christoph Brandner,35,4,5,9,0.257,8,LW,2003,2004
Pete Backor,36,4,5,9,0.25,6,D,1944,1945
Jukka Hentunen,38,4,5,9,0.237,4,RW,2001,2002
Hannes Hyvonen,42,4,5,9,0.214,22,RW,2001,2003
Mattias Ritola,43,4,5,9,0.209,17,LW/RW,2007,2012
Dmytro Timashov,44,4,5,9,0.205,16,LW/RW,2019,2021
Tim Coulis,47,4,5,9,0.191,138,LW,1979,1986
Matt Herr,58,4,5,9,0.155,25,C,1998,2003
Colby Cave,67,4,5,9,0.134,22,C,2017,2020
Kurt Walker,71,4,5,9,0.127,142,RW,1975,1978
Noah Welch,75,4,5,9,0.12,58,D,2005,2011
Pierre Sevigny,78,4,5,9,0.115,64,LW,1993,1998
Jason Holland,81,4,5,9,0.111,36,D,1996,2004
Red Mitchell,83,4,5,9,0.10800000000000001,67,D,1941,1945
Gus Rivers,88,4,5,9,0.102,12,RW,1929,1932
Nathan Perrott,89,4,5,9,0.10099999999999999,251,RW,2001,2006
Gabriel Dumont,90,4,5,9,0.1,48,C/RW,2011,2020
Phil Crowe,94,4,5,9,0.096,173,LW,1993,2000
Sandy Fitzpatrick,22,3,6,9,0.409,8,C,1964,1968
Glen Richardson,24,3,6,9,0.375,19,LW,1975,1976
Helmuts Balderis,26,3,6,9,0.34600000000000003,2,RW,1989,1990
Joseph Godin,27,3,6,9,0.33299999999999996,12,RW,1977,1979
Jakob Forsbacka Karlsson,29,3,6,9,0.31,2,C,2016,2019
Luca Caputi,35,3,6,9,0.257,20,LW,2008,2011
Joakim Nygard,36,3,6,9,0.25,10,LW,2019,2021
Cameron Gaunce,37,3,6,9,0.243,47,D,2010,2020
Justin Mapletoft,38,3,6,9,0.237,8,C,2002,2004
Christian Hanson,42,3,6,9,0.214,22,C/RW,2008,2011
Terry Holbrook,43,3,6,9,0.209,4,F,1972,1974
Mark Wotton,43,3,6,9,0.209,25,D,1994,2001
Jeff Bloemberg,43,3,6,9,0.209,25,D,1988,1992
Ed Hatoum,47,3,6,9,0.191,25,RW,1968,1971
Justin Dowling,49,3,6,9,0.184,10,C/W,2016,2020
Gordon Davidson,51,3,6,9,0.17600000000000002,8,D,1942,1944
Travis Brigley,55,3,6,9,0.16399999999999998,16,LW,1997,2004
Jim Shires,56,3,6,9,0.161,32,LW,1970,1973
Jeff Greenlaw,57,3,6,9,0.158,108,LW,1986,1994
Ben Street,59,3,6,9,0.153,10,C/LW,2012,2020
Claude Houde,59,3,6,9,0.153,40,D,1974,1976
Lias Andersson,68,3,6,9,0.132,33,C/LW,2017,2021
Don Willson,22,2,7,9,0.409,0,C,1937,1939
Spencer Machacek,25,2,7,9,0.36,7,RW,2008,2012
Josh Mahura,28,2,7,9,0.321,6,D,2018,2020
Tony Stiles,30,2,7,9,0.3,20,D,1983,1984
Bob Dawes,32,2,7,9,0.281,6,D,1946,1951
Pavel Patera,32,2,7,9,0.281,8,C,1999,2001
Chris Snell,34,2,7,9,0.265,24,D,1993,1995
John Tripp,43,2,7,9,0.209,35,RW,2002,2004
Jerome Samson,46,2,7,9,0.196,18,RW/C,2009,2012
Lawrence Nycholat,50,2,7,9,0.18,24,D,2003,2009
Gary Gambucci,51,2,7,9,0.17600000000000002,9,C,1971,1974
Graeme Nicolson,52,2,7,9,0.17300000000000001,60,D,1978,1983
Matt Murley,62,2,7,9,0.145,38,C/W,2003,2008
Vladimir Chebaturkin,62,2,7,9,0.145,52,D,1997,2002
Tommi Santala,63,2,7,9,0.14300000000000002,46,C,2003,2007
Victor Oreskovich,67,2,7,9,0.134,41,RW,2009,2012
Chris Summers,70,2,7,9,0.129,51,D,2010,2016
Eric Charron,130,2,7,9,0.069,127,D,1992,2000
Tom Thornbury,14,1,8,9,0.643,16,D,1983,1984
Kyosti Karjalainen,28,1,8,9,0.321,12,RW,1991,1992
Logan Brown,29,1,8,9,0.31,4,C,2017,2020
Mike Hurlbut,29,1,8,9,0.31,20,D,1992,2000
Brad Schlegel,48,1,8,9,0.188,10,D,1991,1994
Guy Delparte,48,1,8,9,0.188,18,D,1976,1977
Oskars Bartulis,66,1,8,9,0.136,32,D,2009,2011
Fred Arthur,80,1,8,9,0.113,49,D,1980,1983
John Gruden,92,1,8,9,0.098,46,D,1993,2004
Yevgeni Namestnikov,43,0,9,9,0.209,24,D,1993,2000
Chris LiPuma,72,0,9,9,0.125,146,D,1992,1997
Dallas Eakins,120,0,9,9,0.075,208,D,1992,2002
Lude Check,27,6,2,8,0.29600000000000004,4,LW,1943,1945
Nikita Scherbak,37,6,2,8,0.21600000000000003,10,RW/LW,2016,2019
Drew Callander,39,6,2,8,0.205,7,C,1976,1980
Herb Mitchell,55,6,2,8,0.145,60,LW,1924,1926
Chuck Dinsmore,100,6,2,8,0.08,50,F,1924,1930
Brantt Myhres,154,6,2,8,0.052000000000000005,687,RW,1994,2003
Scott Howson,18,5,3,8,0.444,4,C,1984,1986
Dale Krentz,30,5,3,8,0.267,9,F,1986,1989
Buddy Boone,34,5,3,8,0.235,28,RW,1956,1958
Nick Lappin,60,5,3,8,0.133,21,RW,2016,2019
Jay Rosehill,117,5,3,8,0.068,352,LW,2009,2014
Luke Gazdic,147,5,3,8,0.054000000000000006,206,LW,2013,2017
Alain Langlais,25,4,4,8,0.32,10,RW,1973,1975
Kamil Piros,28,4,4,8,0.28600000000000003,10,C/W,2001,2004
Robert Tudor,28,4,4,8,0.28600000000000003,19,C,1978,1983
Richard David,31,4,4,8,0.258,10,LW,1979,1983
Saku Maenalanen,34,4,4,8,0.235,20,RW/LW,2018,2019
Clay Wilson,36,4,4,8,0.222,12,D,2007,2012
Pudge MacKenzie,36,4,4,8,0.222,13,RW,1932,1933
Brett Hauer,37,4,4,8,0.21600000000000003,38,D,1995,2002
Chris Durno,43,4,4,8,0.18600000000000003,47,LW,2008,2010
Pat Leahy,50,4,4,8,0.16,19,RW,2003,2007
Matthew Highmore,52,4,4,8,0.154,6,C/W,2017,2021
Joe Hulbig,55,4,4,8,0.145,16,LW,1996,2001
Bernie Brophy,62,4,4,8,0.129,25,LW,1925,1930
Bob Trapp,83,4,4,8,0.096,129,D,1926,1933
Dan Trebil,85,4,4,8,0.094,32,D,1996,2001
David Ling,93,4,4,8,0.086,191,RW/C,1996,2004
Warren Peters,96,4,4,8,0.083,72,C/LW,2008,2012
Roly Rossignol,14,3,5,8,0.5710000000000001,6,RW,1943,1946
Jarkko Immonen,20,3,5,8,0.4,4,C,2005,2007
Steve Stoyanovich,23,3,5,8,0.348,11,F,1983,1984
Brian Kilrea,26,3,5,8,0.308,12,C,1957,1968
Justin Kurtz,27,3,5,8,0.29600000000000004,14,D,2001,2002
Gene Achtymichuk,32,3,5,8,0.25,2,C,1951,1959
Mark Flood,39,3,5,8,0.205,10,D,2009,2012
Martin St. Pierre,39,3,5,8,0.205,12,C/LW,2005,2014
Magnus Roupe,40,3,5,8,0.2,42,LW,1987,1989
Eric O'Dell,41,3,5,8,0.195,29,C,2013,2015
Tanner Fritz,42,3,5,8,0.19,10,C/RW,2017,2019
Roger Belanger,44,3,5,8,0.182,32,C,1984,1985
Craig Cunningham,63,3,5,8,0.127,6,W/C,2013,2016
Frank Corrado,76,3,5,8,0.105,40,D,2012,2018
Frederick Gaudreau,84,3,5,8,0.095,4,C/RW,2016,2019
Marc Potvin,121,3,5,8,0.066,456,RW,1990,1996
Shawn Antoski,183,3,5,8,0.044000000000000004,599,LW,1990,1998
Dave Michayluk,14,2,6,8,0.5710000000000001,8,RW,1981,1992
Tomas Zizka,25,2,6,8,0.32,16,D,2002,2004
Mike Dwyer,31,2,6,8,0.258,25,LW,1978,1982
Jakub Jerabek,37,2,6,8,0.21600000000000003,8,D,2017,2019
Dan Seguin,37,2,6,8,0.21600000000000003,50,LW,1970,1974
George Pearson,38,2,6,8,0.21100000000000002,25,C,1959,1968
Barrie Moore,39,2,6,8,0.205,18,LW,1995,2000
